epoch,step,train_loss
440,9699,1.4150004386901855
443,9749,0.7591488361358643
445,9799,0.7748448848724365
447,9849,0.8503012657165527
449,9899,1.2534626722335815
452,9949,1.123950481414795
454,9999,0.6594327688217163
456,10049,1.4880595207214355
459,10099,1.1348321437835693
461,10149,0.7017495632171631
463,10199,1.425645112991333
465,10249,0.987053632736206
468,10299,1.082854986190796
470,10349,0.890744149684906
472,10399,1.0380569696426392
474,10449,1.471395492553711
477,10499,1.4334707260131836
479,10549,1.6609612703323364
481,10599,1.0016108751296997
484,10649,0.7239990830421448
486,10699,1.4700148105621338
488,10749,0.7644922733306885
490,10799,1.8102095127105713
493,10849,0.7565212249755859
495,10899,0.8654379844665527
497,10949,1.6344654560089111
499,10999,1.2338924407958984
502,11049,0.8195924758911133
504,11099,0.5596191883087158
506,11149,0.8269426822662354
509,11199,1.2586588859558105
511,11249,1.2440812587738037
513,11299,1.2464759349822998
515,11349,0.39609819650650024
518,11399,1.061469316482544
520,11449,1.2433981895446777
522,11499,0.5496101379394531
524,11549,0.917324960231781
527,11599,1.2124128341674805
529,11649,0.9460831880569458
531,11699,1.2886440753936768
534,11749,0.8257025480270386
536,11799,0.774025559425354
538,11849,0.9563775062561035
540,11899,1.0214300155639648
543,11949,1.2803537845611572
545,11999,1.1558198928833008
547,12049,1.0551596879959106
549,12099,1.0889192819595337
552,12149,1.2281850576400757
554,12199,1.5792958736419678
556,12249,0.693029522895813
559,12299,1.681206226348877
561,12349,1.0791831016540527
563,12399,1.0417234897613525
565,12449,1.2682745456695557
568,12499,0.7921316027641296
570,12549,0.8212473392486572
572,12599,0.777766227722168
574,12649,0.7286214828491211
577,12699,1.874051570892334
579,12749,0.4808831810951233
581,12799,0.9812145829200745
584,12849,0.9741151332855225
586,12899,0.9650635719299316
588,12949,1.1844854354858398
590,12999,0.7079154253005981
593,13049,0.9207473993301392
595,13099,0.9251179695129395
597,13149,1.3424267768859863
599,13199,1.535068154335022
602,13249,1.5631006956100464
604,13299,1.4080958366394043
606,13349,0.5131300091743469
609,13399,0.9120984077453613
611,13449,0.6348618268966675
613,13499,0.9078259468078613
615,13549,1.2098729610443115
618,13599,0.7393009662628174
620,13649,0.6651822924613953
622,13699,1.3902530670166016
624,13749,1.5285491943359375
627,13799,1.1341456174850464
629,13849,0.7013042569160461
631,13899,0.9164411425590515
634,13949,1.2099864482879639
636,13999,1.0944321155548096
638,14049,0.9895524978637695
640,14099,1.1726531982421875
643,14149,1.2068763971328735
645,14199,0.5612366199493408
647,14249,0.739944577217102
649,14299,0.38460102677345276
652,14349,1.0983152389526367
654,14399,0.5178672075271606
656,14449,0.9541107416152954
659,14499,0.9747660756111145
661,14549,1.0163686275482178
663,14599,0.7119439244270325
665,14649,1.163802146911621
668,14699,0.9679313898086548
670,14749,1.0405807495117188
672,14799,0.9702221751213074
674,14849,0.813774585723877
677,14899,0.8554792404174805
679,14949,0.8123766183853149
681,14999,0.6224164962768555
684,15049,0.5841192603111267
686,15099,0.5516639947891235
688,15149,1.0611591339111328
690,15199,0.6683130264282227
693,15249,1.0909628868103027
695,15299,0.49435409903526306
697,15349,1.1250370740890503
699,15399,0.7335166335105896
702,15449,0.9252018928527832
704,15499,1.0173875093460083
706,15549,0.754488468170166
709,15599,0.8669826984405518
711,15649,1.1924171447753906
713,15699,0.5521725416183472
715,15749,0.7401465177536011
718,15799,0.6553708910942078
720,15849,1.0327138900756836
722,15899,1.321378469467163
724,15949,1.0554723739624023
727,15999,0.9384070038795471
729,16049,0.7815663814544678
731,16099,0.5621072053909302
734,16149,0.7089755535125732
736,16199,1.1021356582641602
738,16249,1.4225491285324097
740,16299,1.1114798784255981
743,16349,0.8435852527618408
745,16399,0.6461981534957886
747,16449,0.7858885526657104
749,16499,0.9716603755950928
752,16549,0.6704713106155396
754,16599,0.8843365907669067
756,16649,0.5256361961364746
759,16699,1.4476509094238281
761,16749,0.9443941116333008
763,16799,0.6654990911483765
765,16849,0.7766497135162354
768,16899,1.461031436920166
770,16949,1.0821812152862549
772,16999,1.597114086151123
774,17049,0.6631408929824829
777,17099,0.8508627414703369
779,17149,1.302046775817871
781,17199,0.8985892534255981
784,17249,0.7878443598747253
786,17299,1.044438362121582
788,17349,1.2199070453643799
790,17399,1.253891944885254
793,17449,1.1727104187011719
795,17499,0.6437510251998901
797,17549,1.3560537099838257
799,17599,0.39397290349006653
802,17649,1.2956864833831787
804,17699,1.1162309646606445
806,17749,0.761236310005188
809,17799,0.47166764736175537
811,17849,0.7279769778251648
813,17899,1.1104240417480469
815,17949,1.3294293880462646
818,17999,0.6819219589233398
820,18049,0.9313501119613647
822,18099,0.5870938897132874
824,18149,1.3772921562194824
827,18199,0.5695042610168457
829,18249,0.678154706954956
831,18299,0.8619788885116577
834,18349,0.7362914085388184
836,18399,1.0457208156585693
838,18449,0.8311901092529297
840,18499,0.6428971290588379
843,18549,0.8143553137779236
845,18599,0.8590830564498901
847,18649,1.1647212505340576
849,18699,0.6734232902526855
852,18749,1.0233376026153564
854,18799,0.6637716293334961
856,18849,0.640296220779419
859,18899,0.44907936453819275
861,18949,0.9002618789672852
863,18999,0.8683409690856934
865,19049,1.3000431060791016
868,19099,0.5199744701385498
870,19149,0.7848606705665588
872,19199,1.170588493347168
874,19249,0.7879661917686462
877,19299,0.8470619916915894
879,19349,0.7535195350646973
881,19399,1.0243273973464966
884,19449,0.8651363849639893
886,19499,0.8305426836013794
888,19549,1.2819668054580688
890,19599,0.38865748047828674
893,19649,1.3846582174301147
895,19699,0.7190437912940979
897,19749,1.355071783065796
899,19799,0.26981836557388306
902,19849,1.1765975952148438
904,19899,0.5259093046188354
906,19949,1.0895917415618896
909,19999,0.8792833089828491
911,20049,0.8045034408569336
913,20099,0.8680935502052307
915,20149,0.7677025198936462
918,20199,0.8837621212005615
920,20249,1.209416151046753
922,20299,0.6597024202346802
924,20349,0.5974087119102478
927,20399,0.7485131025314331
929,20449,0.3417918384075165
931,20499,0.8811180591583252
934,20549,0.47215136885643005
936,20599,0.6873374581336975
938,20649,1.0447360277175903
940,20699,1.0012601613998413
943,20749,0.7207237482070923
945,20799,0.49376243352890015
947,20849,1.0184870958328247
949,20899,0.7447534203529358
952,20949,0.9620693922042847
954,20999,0.825630784034729
956,21049,1.155627965927124
959,21099,1.078324556350708
961,21149,0.9201919436454773
963,21199,1.1002705097198486
965,21249,1.2111742496490479
968,21299,1.0308256149291992
970,21349,0.6453547477722168
972,21399,1.1060822010040283
974,21449,1.097488284111023
977,21499,0.8517047762870789
979,21549,1.291196584701538
981,21599,1.1363641023635864
984,21649,0.671359121799469
986,21699,0.6370906829833984
988,21749,0.5621484518051147
990,21799,0.5955981016159058
993,21849,0.7434705495834351
995,21899,0.6678996682167053
997,21949,0.774980902671814
999,21999,0.6242384314537048
